Date,Close
2006-01-03 16:00:00,-0.7717279081218482
2006-01-04 16:00:00,-0.7212362370474721
2006-01-05 16:00:00,-0.6909009216914098
2006-01-06 16:00:00,-0.6182372593268882
2006-01-09 16:00:00,-0.611988789054211
2006-01-10 16:00:00,-0.5975769947156164
2006-01-11 16:00:00,-0.588103507528009
2006-01-12 16:00:00,-0.6284162189646366
2006-01-13 16:00:00,-0.6152138059691411
2006-01-17 16:00:00,-0.6108801894897038
2006-01-18 16:00:00,-0.7228487455049372
2006-01-19 16:00:00,-0.7655802196277627
2006-01-20 16:00:00,-0.9521272918007574
2006-01-23 16:00:00,-0.8107304564367855
2006-01-24 16:00:00,-0.7323222326925447
2006-01-25 16:00:00,-0.7829146855455126
2006-01-26 16:00:00,-0.7765654334942438
2006-01-27 16:00:00,-0.7804959228593148
2006-01-30 16:00:00,-0.814157036908899
2006-01-31 16:00:00,-0.7846279757815691
2006-02-01 16:00:00,-0.9404366054841353
2006-02-02 16:00:00,-0.9693609759399158
2006-02-03 16:00:00,-1.0424277654188034
2006-02-06 16:00:00,-1.0245893906080956
2006-02-07 16:00:00,-1.1112617201968455
2006-02-08 16:00:00,-1.1054163770385343
2006-02-09 16:00:00,-1.157419774791784
2006-02-10 16:00:00,-1.137968891523611
2006-02-13 16:00:00,-1.2233310579906704
2006-02-14 16:00:00,-1.235324089643067
2006-02-15 16:00:00,-1.2400608332368708
2006-02-16 16:00:00,-1.1186187900340299
2006-02-17 16:00:00,-1.1070288854959995
2006-02-21 16:00:00,-1.1179133175838891
2006-02-22 16:00:00,-1.1234563154064252
2006-02-23 16:00:00,-1.0600645766723282
2006-02-24 16:00:00,-1.06339037536585
2006-02-27 16:00:00,-0.9979830010599215
2006-02-28 16:00:00,-1.137968891523611
2006-03-01 16:00:00,-1.12698367765713
2006-03-02 16:00:00,-1.0682279007382454
2006-03-03 16:00:00,-1.0594598860007787
2006-03-06 16:00:00,-1.1103546841895213
2006-03-07 16:00:00,-1.1286969678931869
2006-03-08 16:00:00,-1.182010528768127
2006-03-09 16:00:00,-1.2369365981005325
2006-03-10 16:00:00,-1.264651587213214
2006-03-13 16:00:00,-1.2668687863422285
2006-03-14 16:00:00,-1.1957168506565805
2006-03-15 16:00:00,-1.2293779647061647
2006-03-16 16:00:00,-1.258302335161945
2006-03-17 16:00:00,-1.2531624644537749
2006-03-20 16:00:00,-1.2107333356667243
2006-03-21 16:00:00,-1.252456992003634
2006-03-22 16:00:00,-1.2509452653247604
2006-03-23 16:00:00,-1.2424795959230686
2006-03-24 16:00:00,-1.1219445887275517
2006-03-27 16:00:00,-1.1022921419021956
2006-03-28 16:00:00,-1.0643981931517656
2006-03-29 16:00:00,-0.9747024102052689
2006-03-30 16:00:00,-1.0077588335833036
2006-03-31 16:00:00,-0.9998978548531613
2006-04-03 16:00:00,-1.001409581532035
2006-04-04 16:00:00,-0.9275365378244145
2006-04-05 16:00:00,-0.9090934723421574
2006-04-06 16:00:00,-0.8929683877675061
2006-04-07 16:00:00,-0.9183653959725817
2006-04-10 16:00:00,-0.8667651253336982
2006-04-11 16:00:00,-0.900728584719057
2006-04-12 16:00:00,-0.904255946969762
2006-04-13 16:00:00,-0.9385217516908956
2006-04-17 16:00:00,-0.9150395972790598
2006-04-18 16:00:00,-0.9280404467173724
2006-04-19 16:00:00,-0.8963949682396195
2006-04-20 16:00:00,-0.8737190680565164
2006-04-21 16:00:00,-0.7622544209342408
2006-04-24 16:00:00,-0.745121518573674
2006-04-25 16:00:00,-0.8124437466728425
2006-04-26 16:00:00,-0.8183898716097451
2006-04-27 16:00:00,-0.8483220598514412
2006-04-28 16:00:00,-0.8589041466035557
2006-05-01 16:00:00,-0.9549491816013213
2006-05-02 16:00:00,-0.9756094462125932
2006-05-03 16:00:00,-0.9788344631275233
2006-05-04 16:00:00,-0.9759117915483678
2006-05-05 16:00:00,-0.9781289906773823
2006-05-08 16:00:00,-0.9757102279911846
2006-05-09 16:00:00,-0.9050622011984946
2006-05-10 16:00:00,-0.9343896987686412
2006-05-11 16:00:00,-1.0150151216418968
2006-05-12 16:00:00,-1.0799185870548673
2006-05-15 16:00:00,-1.0694372820813443
2006-05-16 16:00:00,-1.0941288178362785
2006-05-17 16:00:00,-1.0780037332616275
2006-05-18 16:00:00,-1.0957413262937437
2006-05-19 16:00:00,-1.1005788516661392
2006-05-22 16:00:00,-1.095942889850927
2006-05-23 16:00:00,-1.0725615172176828
2006-05-24 16:00:00,-1.0439394920976772
2006-05-25 16:00:00,-1.0351714773602105
2006-05-26 16:00:00,-1.043435583204719
2006-05-30 16:00:00,-1.0909038009213483
2006-05-31 16:00:00,-1.0915084915928979
2006-06-01 16:00:00,-1.0370863311534504
2006-06-02 16:00:00,-1.05311063394951
2006-06-05 16:00:00,-1.0783060785974021
2006-06-06 16:00:00,-0.9998978548531613
2006-06-07 16:00:00,-1.0174338843280943
2006-06-08 16:00:00,-0.9831680796069608
2006-06-09 16:00:00,-1.0171315389923197
2006-06-12 16:00:00,-1.042528547197395
2006-06-13 16:00:00,-1.0173331025495027
2006-06-14 16:00:00,-1.0281167528588009
2006-06-15 16:00:00,-0.9947579841449914
2006-06-16 16:00:00,-0.9962697108238646
2006-06-19 16:00:00,-1.0092705602621772
2006-06-20 16:00:00,-1.0141080856345726
2006-06-21 16:00:00,-0.938622533469487
2006-06-22 16:00:00,-0.9497085291145598
2006-06-23 16:00:00,-0.9249162115810338
2006-06-26 16:00:00,-0.9281412284959639
2006-06-27 16:00:00,-0.9377154974621629
2006-06-28 16:00:00,-0.918566959529765
2006-06-29 16:00:00,-0.8596096190536967
2006-06-30 16:00:00,-0.8519502038807375
2006-07-03 16:00:00,-0.8323985388339731
2006-07-05 16:00:00,-0.8411665535714397
2006-07-06 16:00:00,-0.8323985388339731
